review_text,rating,restaurant_name,cuisine_type
The ramen here is consistently poor. Highly recommend this spot.,5,Ocean Breeze,Mexican
Service was sushi and the outstanding tasted wonderful.,3,Curry Delight,American
Service was curry and the average tasted amazing.,5,La Trattoria,Japanese
"I loved the sushi here, it was so delicious.",4,Ocean Breeze,Japanese
"I loved the tacos here, it was so okay.",1,Burger Joint,Indian
"I loved the sushi here, it was so great.",3,La Trattoria,Mediterranean
The lobster here is consistently outstanding. Highly recommend this spot.,2,Sushi World,Seafood
The salad here is consistently mediocre. Highly recommend this spot.,1,Golden Dragon,Chinese
"I loved the burger here, it was so mediocre.",4,Ocean Breeze,American
I found the ramen to be average. Ambience made it even better.,5,Sushi World,Indian
The salad was absolutely great. I would definitely come back again!,1,Bella Italia,Seafood
"I loved the salad here, it was so fantastic.",1,Burger Joint,Seafood
I found the tacos to be amazing. Ambience made it even better.,5,Curry Delight,Mexican
One of the best places for curry food! The dishes were great.,2,Bella Italia,Italian
The tacos was absolutely fantastic. I would definitely come back again!,3,Ocean Breeze,Seafood
The salad here is consistently delicious. Highly recommend this spot.,3,Curry Delight,Seafood
The pasta was absolutely average. I would definitely come back again!,1,Grill Master,Seafood
The steak here is consistently mediocre. Highly recommend this spot.,4,Spice Hub,Indian
Service was steak and the average tasted delicious.,3,Golden Dragon,Indian
One of the best places for tacos food! The dishes were delicious.,3,La Trattoria,Seafood
The pizza was absolutely great. I would definitely come back again!,2,Ocean Breeze,Japanese
The salad here is consistently mediocre. Highly recommend this spot.,2,Bella Italia,Japanese
I found the steak to be okay. Ambience made it even better.,2,Sushi World,Italian
I found the lobster to be poor. Ambience made it even better.,5,Ocean Breeze,American
"The ramen could have been more great, but overall it was delicious.",4,Curry Delight,Indian
Service was salad and the average tasted delicious.,1,Sushi World,Japanese
"The tacos could have been more mediocre, but overall it was okay.",1,Golden Dragon,Japanese
I found the curry to be amazing. Ambience made it even better.,3,Curry Delight,Japanese
I found the tacos to be wonderful. Ambience made it even better.,4,Curry Delight,Mediterranean
"I loved the salad here, it was so outstanding.",1,Golden Dragon,Japanese
I found the pizza to be average. Ambience made it even better.,4,La Trattoria,Mediterranean
The burger here is consistently outstanding. Highly recommend this spot.,4,Golden Dragon,Indian
The burger here is consistently great. Highly recommend this spot.,3,Bella Italia,Mediterranean
Service was ramen and the delicious tasted great.,4,La Trattoria,Mediterranean
The curry was absolutely delicious. I would definitely come back again!,3,Sushi World,Mexican
Service was curry and the delicious tasted mediocre.,2,Curry Delight,Italian
"I loved the lobster here, it was so amazing.",1,La Trattoria,Chinese
I found the sushi to be mediocre. Ambience made it even better.,2,Spice Hub,Japanese
I found the tacos to be okay. Ambience made it even better.,5,Casa Mexicana,American
"The ramen could have been more mediocre, but overall it was okay.",3,Casa Mexicana,Mediterranean
Service was salad and the wonderful tasted mediocre.,3,Golden Dragon,Mexican
"The burger could have been more delicious, but overall it was wonderful.",2,Casa Mexicana,Chinese
The pasta here is consistently fantastic. Highly recommend this spot.,4,La Trattoria,American
"I loved the lobster here, it was so poor.",2,Curry Delight,Mexican
One of the best places for pasta food! The dishes were average.,1,La Trattoria,Mediterranean
"I loved the pasta here, it was so fantastic.",5,La Trattoria,Indian
The burger here is consistently fantastic. Highly recommend this spot.,4,Casa Mexicana,Italian
I found the pasta to be wonderful. Ambience made it even better.,3,Sushi World,Indian
Service was burger and the amazing tasted delicious.,4,La Trattoria,Seafood
The sushi here is consistently amazing. Highly recommend this spot.,3,Burger Joint,American
The pasta here is consistently fantastic. Highly recommend this spot.,1,Ocean Breeze,Japanese
"The ramen could have been more outstanding, but overall it was okay.",1,Spice Hub,Seafood
The curry was absolutely great. I would definitely come back again!,3,Curry Delight,Italian
The sushi here is consistently amazing. Highly recommend this spot.,4,Sushi World,Japanese
Service was pasta and the delicious tasted outstanding.,2,Golden Dragon,Chinese
"The curry could have been more okay, but overall it was great.",1,Curry Delight,Mexican
Service was pizza and the outstanding tasted amazing.,5,Curry Delight,Italian
I found the sushi to be fantastic. Ambience made it even better.,3,Golden Dragon,Indian
The salad here is consistently wonderful. Highly recommend this spot.,4,Sushi World,Mexican
"The salad could have been more wonderful, but overall it was mediocre.",2,Spice Hub,Mediterranean
I found the lobster to be wonderful. Ambience made it even better.,1,Grill Master,Japanese
"I loved the tacos here, it was so wonderful.",4,Burger Joint,Italian
I found the burger to be amazing. Ambience made it even better.,2,Sushi World,Chinese
I found the salad to be average. Ambience made it even better.,1,Spice Hub,Italian
One of the best places for burger food! The dishes were fantastic.,2,La Trattoria,Seafood
The curry was absolutely wonderful. I would definitely come back again!,5,La Trattoria,Japanese
The pasta was absolutely delicious. I would definitely come back again!,3,Sushi World,Indian
The steak here is consistently average. Highly recommend this spot.,1,Spice Hub,American
"I loved the ramen here, it was so wonderful.",2,Curry Delight,Italian
"I loved the burger here, it was so okay.",1,La Trattoria,Indian
I found the pizza to be average. Ambience made it even better.,1,Golden Dragon,Chinese
"The ramen could have been more average, but overall it was amazing.",5,Golden Dragon,Mexican
The burger was absolutely delicious. I would definitely come back again!,5,Bella Italia,Seafood
Service was pasta and the average tasted fantastic.,4,Casa Mexicana,Chinese
I found the pizza to be amazing. Ambience made it even better.,2,La Trattoria,Seafood
"I loved the salad here, it was so great.",2,La Trattoria,Mediterranean
I found the sushi to be outstanding. Ambience made it even better.,4,Grill Master,American
I found the steak to be great. Ambience made it even better.,4,Golden Dragon,Italian
The tacos was absolutely great. I would definitely come back again!,4,Curry Delight,Japanese
One of the best places for ramen food! The dishes were fantastic.,2,Burger Joint,Italian
I found the salad to be amazing. Ambience made it even better.,5,Golden Dragon,Indian
I found the burger to be wonderful. Ambience made it even better.,3,Spice Hub,Mediterranean
"The steak could have been more wonderful, but overall it was okay.",3,La Trattoria,Seafood
I found the pizza to be amazing. Ambience made it even better.,5,Spice Hub,Japanese
"The tacos could have been more poor, but overall it was mediocre.",2,Curry Delight,Seafood
"I loved the tacos here, it was so average.",3,Bella Italia,Italian
"The pizza could have been more amazing, but overall it was outstanding.",1,Casa Mexicana,Mexican
"I loved the sushi here, it was so average.",5,La Trattoria,Indian
The pizza was absolutely outstanding. I would definitely come back again!,3,La Trattoria,Japanese
The ramen here is consistently wonderful. Highly recommend this spot.,3,Curry Delight,Indian
Service was sushi and the outstanding tasted wonderful.,5,Spice Hub,Italian
"I loved the sushi here, it was so okay.",5,Burger Joint,Seafood
"I loved the burger here, it was so average.",2,Spice Hub,Chinese
"I loved the tacos here, it was so amazing.",3,Ocean Breeze,Japanese
"The pizza could have been more mediocre, but overall it was delicious.",1,Casa Mexicana,Mexican
One of the best places for salad food! The dishes were poor.,3,Burger Joint,Chinese
The pasta was absolutely great. I would definitely come back again!,3,Burger Joint,Japanese
Service was curry and the average tasted wonderful.,3,Bella Italia,American
"The burger could have been more amazing, but overall it was great.",4,Ocean Breeze,Chinese
One of the best places for lobster food! The dishes were outstanding.,1,Casa Mexicana,Japanese
I found the pizza to be wonderful. Ambience made it even better.,4,Ocean Breeze,Chinese
Service was salad and the mediocre tasted great.,5,Sushi World,Japanese
The salad was absolutely fantastic. I would definitely come back again!,2,Casa Mexicana,American
"The steak could have been more average, but overall it was okay.",4,Casa Mexicana,Italian
One of the best places for tacos food! The dishes were poor.,5,La Trattoria,Chinese
I found the pizza to be okay. Ambience made it even better.,4,Sushi World,Japanese
The burger was absolutely amazing. I would definitely come back again!,3,Sushi World,Mexican
The tacos here is consistently wonderful. Highly recommend this spot.,1,Ocean Breeze,Seafood
One of the best places for salad food! The dishes were wonderful.,1,Spice Hub,Japanese
"The steak could have been more average, but overall it was fantastic.",5,Curry Delight,American
I found the steak to be poor. Ambience made it even better.,2,Golden Dragon,Seafood
The pizza was absolutely amazing. I would definitely come back again!,1,Golden Dragon,Italian
"The tacos could have been more poor, but overall it was outstanding.",1,Spice Hub,Chinese
One of the best places for pasta food! The dishes were okay.,4,La Trattoria,Indian
"I loved the salad here, it was so delicious.",5,Golden Dragon,Seafood
"I loved the lobster here, it was so mediocre.",2,Grill Master,Seafood
"The salad could have been more amazing, but overall it was fantastic.",3,Ocean Breeze,Chinese
"I loved the salad here, it was so delicious.",5,Curry Delight,Chinese
"The salad could have been more delicious, but overall it was great.",1,Bella Italia,American
"I loved the pasta here, it was so okay.",3,La Trattoria,Chinese
"I loved the ramen here, it was so delicious.",4,Spice Hub,American
One of the best places for steak food! The dishes were wonderful.,2,La Trattoria,Chinese
"The pasta could have been more outstanding, but overall it was great.",4,Sushi World,Chinese
"The ramen could have been more mediocre, but overall it was okay.",5,Spice Hub,Seafood
One of the best places for steak food! The dishes were average.,2,Sushi World,Italian
One of the best places for sushi food! The dishes were mediocre.,4,Curry Delight,Seafood
One of the best places for salad food! The dishes were amazing.,3,La Trattoria,Seafood
The burger was absolutely wonderful. I would definitely come back again!,1,Golden Dragon,American
One of the best places for lobster food! The dishes were amazing.,5,Curry Delight,American
The ramen here is consistently outstanding. Highly recommend this spot.,5,Casa Mexicana,Indian
The steak was absolutely mediocre. I would definitely come back again!,4,Spice Hub,Indian
I found the ramen to be average. Ambience made it even better.,1,Grill Master,Japanese
Service was lobster and the poor tasted outstanding.,1,Spice Hub,Seafood
The pasta was absolutely average. I would definitely come back again!,2,Spice Hub,American
One of the best places for pasta food! The dishes were delicious.,1,Casa Mexicana,Italian
"I loved the ramen here, it was so mediocre.",3,Bella Italia,Seafood
"The steak could have been more outstanding, but overall it was wonderful.",3,Sushi World,Mexican
The pizza was absolutely mediocre. I would definitely come back again!,4,Casa Mexicana,American
One of the best places for ramen food! The dishes were okay.,2,Casa Mexicana,Italian
One of the best places for ramen food! The dishes were poor.,4,Golden Dragon,Mediterranean
"The sushi could have been more average, but overall it was amazing.",1,Grill Master,Mediterranean
I found the pizza to be okay. Ambience made it even better.,2,Sushi World,Mexican
The curry here is consistently okay. Highly recommend this spot.,2,Burger Joint,Mediterranean
Service was pasta and the delicious tasted outstanding.,3,La Trattoria,Chinese
"The sushi could have been more poor, but overall it was great.",4,Casa Mexicana,Italian
I found the ramen to be great. Ambience made it even better.,3,La Trattoria,Mexican
I found the curry to be wonderful. Ambience made it even better.,1,Curry Delight,Mexican
The sushi here is consistently outstanding. Highly recommend this spot.,1,La Trattoria,Mexican
"I loved the curry here, it was so okay.",5,Casa Mexicana,Seafood
I found the pizza to be great. Ambience made it even better.,2,Burger Joint,Seafood
One of the best places for curry food! The dishes were average.,2,Ocean Breeze,Mexican
I found the ramen to be average. Ambience made it even better.,1,Burger Joint,Chinese
The tacos was absolutely outstanding. I would definitely come back again!,5,Golden Dragon,Italian
"The ramen could have been more great, but overall it was okay.",1,Grill Master,Japanese
"The pizza could have been more delicious, but overall it was outstanding.",1,Ocean Breeze,Japanese
"The curry could have been more great, but overall it was outstanding.",3,Casa Mexicana,Mediterranean
The burger here is consistently okay. Highly recommend this spot.,2,Casa Mexicana,Indian
The ramen here is consistently okay. Highly recommend this spot.,1,Casa Mexicana,Indian
The steak was absolutely delicious. I would definitely come back again!,3,La Trattoria,Seafood
The burger here is consistently fantastic. Highly recommend this spot.,2,Golden Dragon,Mexican
"I loved the pizza here, it was so amazing.",1,Sushi World,Italian
"The tacos could have been more okay, but overall it was amazing.",5,Golden Dragon,Chinese
The lobster here is consistently average. Highly recommend this spot.,5,Sushi World,Chinese
"I loved the sushi here, it was so outstanding.",4,Golden Dragon,American
The lobster here is consistently fantastic. Highly recommend this spot.,3,Casa Mexicana,American
"The pasta could have been more average, but overall it was great.",1,Sushi World,American
One of the best places for pasta food! The dishes were poor.,1,La Trattoria,Indian
I found the burger to be delicious. Ambience made it even better.,3,Burger Joint,Chinese
The sushi was absolutely amazing. I would definitely come back again!,4,Bella Italia,Mediterranean
One of the best places for tacos food! The dishes were wonderful.,4,Golden Dragon,Indian
Service was burger and the great tasted average.,4,La Trattoria,Indian
"I loved the ramen here, it was so amazing.",2,Burger Joint,Japanese
"The sushi could have been more okay, but overall it was wonderful.",4,La Trattoria,Seafood
I found the lobster to be fantastic. Ambience made it even better.,3,Casa Mexicana,Seafood
One of the best places for burger food! The dishes were delicious.,1,Golden Dragon,Chinese
"I loved the steak here, it was so outstanding.",4,Grill Master,Japanese
The lobster was absolutely mediocre. I would definitely come back again!,5,Grill Master,Mediterranean
One of the best places for tacos food! The dishes were fantastic.,4,Casa Mexicana,Mediterranean
"I loved the ramen here, it was so delicious.",3,Golden Dragon,Chinese
I found the steak to be okay. Ambience made it even better.,1,Grill Master,Italian
I found the burger to be delicious. Ambience made it even better.,3,Spice Hub,Italian
"The pasta could have been more poor, but overall it was outstanding.",1,Casa Mexicana,Seafood
The lobster here is consistently outstanding. Highly recommend this spot.,4,Golden Dragon,Japanese
"The sushi could have been more outstanding, but overall it was delicious.",5,Golden Dragon,Chinese
The curry here is consistently delicious. Highly recommend this spot.,4,Ocean Breeze,Japanese
I found the burger to be delicious. Ambience made it even better.,2,Ocean Breeze,Mediterranean
The lobster was absolutely great. I would definitely come back again!,2,Spice Hub,Mexican
One of the best places for curry food! The dishes were outstanding.,4,Spice Hub,Italian
The pasta was absolutely amazing. I would definitely come back again!,2,Sushi World,American
The curry here is consistently amazing. Highly recommend this spot.,1,Sushi World,Italian
The steak was absolutely mediocre. I would definitely come back again!,1,Spice Hub,Japanese
"The burger could have been more outstanding, but overall it was amazing.",5,Spice Hub,Mediterranean
The pasta was absolutely amazing. I would definitely come back again!,5,Casa Mexicana,Indian
"The burger could have been more delicious, but overall it was okay.",5,Grill Master,Indian
Service was curry and the mediocre tasted outstanding.,2,Sushi World,Mediterranean
The ramen was absolutely amazing. I would definitely come back again!,4,Sushi World,Japanese
The curry was absolutely okay. I would definitely come back again!,1,Ocean Breeze,Japanese
Service was ramen and the amazing tasted wonderful.,2,Spice Hub,Mexican
One of the best places for curry food! The dishes were fantastic.,5,Casa Mexicana,Mediterranean
The pasta was absolutely okay. I would definitely come back again!,2,Burger Joint,Indian
Service was pizza and the amazing tasted poor.,3,Ocean Breeze,Mediterranean
I found the burger to be delicious. Ambience made it even better.,1,Ocean Breeze,Mexican
The pizza was absolutely outstanding. I would definitely come back again!,2,Grill Master,Japanese
"I loved the tacos here, it was so mediocre.",4,Grill Master,Mexican
I found the sushi to be average. Ambience made it even better.,1,Spice Hub,Chinese
One of the best places for tacos food! The dishes were mediocre.,5,Bella Italia,Indian
"The burger could have been more delicious, but overall it was poor.",1,Ocean Breeze,Indian
One of the best places for sushi food! The dishes were delicious.,4,La Trattoria,Italian
Service was tacos and the average tasted mediocre.,3,Casa Mexicana,Mediterranean
Service was steak and the outstanding tasted fantastic.,1,Spice Hub,Mediterranean
The lobster here is consistently delicious. Highly recommend this spot.,2,Grill Master,Mediterranean
"I loved the lobster here, it was so average.",4,Grill Master,Italian
"I loved the tacos here, it was so poor.",4,Burger Joint,Mexican
"The salad could have been more okay, but overall it was amazing.",3,Curry Delight,Mediterranean
The sushi was absolutely mediocre. I would definitely come back again!,2,La Trattoria,American
"The tacos could have been more delicious, but overall it was mediocre.",5,Curry Delight,Italian
One of the best places for lobster food! The dishes were great.,1,Casa Mexicana,Mediterranean
The sushi was absolutely poor. I would definitely come back again!,1,Golden Dragon,Mediterranean
The salad here is consistently average. Highly recommend this spot.,3,Casa Mexicana,Seafood
One of the best places for curry food! The dishes were average.,5,Sushi World,Mexican
"I loved the pizza here, it was so mediocre.",5,Spice Hub,Indian
I found the steak to be okay. Ambience made it even better.,2,Golden Dragon,American
"The pasta could have been more amazing, but overall it was poor.",2,La Trattoria,Japanese
"The steak could have been more mediocre, but overall it was okay.",5,Spice Hub,Chinese
"The curry could have been more great, but overall it was wonderful.",5,Burger Joint,American
Service was ramen and the great tasted mediocre.,5,Golden Dragon,Chinese
"The ramen could have been more okay, but overall it was wonderful.",5,Curry Delight,Japanese
I found the lobster to be amazing. Ambience made it even better.,5,Golden Dragon,Mediterranean
One of the best places for steak food! The dishes were delicious.,3,Curry Delight,Seafood
"The burger could have been more wonderful, but overall it was fantastic.",1,Spice Hub,American
"The burger could have been more great, but overall it was mediocre.",1,Spice Hub,American
"I loved the lobster here, it was so poor.",5,Casa Mexicana,American
I found the steak to be poor. Ambience made it even better.,2,Ocean Breeze,Mediterranean
The steak was absolutely great. I would definitely come back again!,4,Burger Joint,American
"The salad could have been more great, but overall it was poor.",2,Casa Mexicana,Chinese
I found the salad to be great. Ambience made it even better.,1,Sushi World,Indian
The burger was absolutely fantastic. I would definitely come back again!,1,Bella Italia,Indian
I found the pasta to be fantastic. Ambience made it even better.,1,Burger Joint,Mediterranean
"The tacos could have been more okay, but overall it was great.",4,Curry Delight,Chinese
I found the tacos to be delicious. Ambience made it even better.,4,Grill Master,Chinese
"I loved the lobster here, it was so delicious.",2,La Trattoria,Indian
The tacos here is consistently outstanding. Highly recommend this spot.,1,Casa Mexicana,Japanese
"I loved the burger here, it was so great.",4,Bella Italia,Italian
"The pasta could have been more great, but overall it was okay.",3,La Trattoria,Mediterranean
One of the best places for sushi food! The dishes were fantastic.,5,Golden Dragon,Chinese
"I loved the lobster here, it was so mediocre.",4,Spice Hub,Indian
"I loved the steak here, it was so average.",4,Bella Italia,Italian
"I loved the pizza here, it was so delicious.",3,Grill Master,Indian
Service was curry and the mediocre tasted average.,3,Grill Master,Indian
"The steak could have been more great, but overall it was wonderful.",3,Golden Dragon,Indian
Service was pasta and the great tasted mediocre.,3,Ocean Breeze,Mexican
"I loved the lobster here, it was so amazing.",2,Grill Master,Japanese
"I loved the ramen here, it was so great.",5,Bella Italia,Indian
The sushi was absolutely wonderful. I would definitely come back again!,2,Ocean Breeze,Japanese
The tacos was absolutely average. I would definitely come back again!,2,La Trattoria,Seafood
"I loved the pizza here, it was so fantastic.",3,Sushi World,American
The burger here is consistently poor. Highly recommend this spot.,1,La Trattoria,Chinese
"I loved the pasta here, it was so delicious.",1,Golden Dragon,Japanese
One of the best places for lobster food! The dishes were fantastic.,1,Burger Joint,Chinese
Service was steak and the fantastic tasted amazing.,4,Burger Joint,Seafood
Service was tacos and the average tasted okay.,2,Grill Master,American
"The curry could have been more great, but overall it was okay.",1,Spice Hub,Seafood
One of the best places for tacos food! The dishes were average.,2,Spice Hub,Mediterranean
Service was sushi and the poor tasted okay.,4,Sushi World,Indian
The pizza here is consistently great. Highly recommend this spot.,5,Curry Delight,Indian
"I loved the salad here, it was so average.",1,Casa Mexicana,American
Service was tacos and the amazing tasted wonderful.,2,Golden Dragon,Seafood
"I loved the steak here, it was so outstanding.",3,La Trattoria,Seafood
"I loved the salad here, it was so fantastic.",3,Sushi World,Italian
"I loved the ramen here, it was so amazing.",5,Casa Mexicana,Mediterranean
I found the pasta to be amazing. Ambience made it even better.,4,La Trattoria,Mediterranean
I found the salad to be fantastic. Ambience made it even better.,2,La Trattoria,Indian
The pasta was absolutely wonderful. I would definitely come back again!,5,Bella Italia,Seafood
"I loved the sushi here, it was so fantastic.",1,Casa Mexicana,Italian
"The steak could have been more outstanding, but overall it was great.",5,Sushi World,American
The pizza was absolutely okay. I would definitely come back again!,5,Casa Mexicana,Chinese
Service was salad and the okay tasted outstanding.,3,Casa Mexicana,Chinese
The sushi was absolutely outstanding. I would definitely come back again!,4,Bella Italia,American
One of the best places for burger food! The dishes were great.,3,Casa Mexicana,Mexican
One of the best places for pizza food! The dishes were delicious.,2,Spice Hub,Mediterranean
The tacos was absolutely mediocre. I would definitely come back again!,3,Grill Master,Japanese
"I loved the burger here, it was so outstanding.",3,Burger Joint,Mexican
The curry was absolutely mediocre. I would definitely come back again!,3,Golden Dragon,Chinese
One of the best places for pasta food! The dishes were okay.,5,Burger Joint,Japanese
I found the sushi to be poor. Ambience made it even better.,5,Sushi World,Chinese
One of the best places for sushi food! The dishes were wonderful.,4,Ocean Breeze,Chinese
"I loved the steak here, it was so mediocre.",2,Curry Delight,Seafood
The pasta was absolutely fantastic. I would definitely come back again!,3,Curry Delight,Indian
The sushi was absolutely wonderful. I would definitely come back again!,2,Sushi World,Chinese
"The sushi could have been more delicious, but overall it was amazing.",4,Burger Joint,Seafood
"The pizza could have been more okay, but overall it was outstanding.",4,Golden Dragon,Seafood
One of the best places for pizza food! The dishes were mediocre.,4,Ocean Breeze,Italian
"The salad could have been more delicious, but overall it was poor.",5,Spice Hub,Chinese
Service was pizza and the amazing tasted poor.,1,Golden Dragon,Japanese
"The lobster could have been more fantastic, but overall it was mediocre.",1,Grill Master,Indian
"The pizza could have been more wonderful, but overall it was okay.",2,Spice Hub,Indian
The sushi here is consistently delicious. Highly recommend this spot.,1,Spice Hub,Chinese
The sushi was absolutely delicious. I would definitely come back again!,4,Golden Dragon,Indian
Service was pasta and the average tasted delicious.,5,Casa Mexicana,Italian
Service was curry and the mediocre tasted average.,5,Burger Joint,Mexican
"I loved the curry here, it was so great.",3,Bella Italia,Mediterranean
I found the steak to be amazing. Ambience made it even better.,3,Ocean Breeze,Seafood
Service was sushi and the wonderful tasted great.,1,Sushi World,American
Service was burger and the okay tasted great.,1,Curry Delight,Mediterranean
One of the best places for lobster food! The dishes were mediocre.,5,Burger Joint,Mediterranean
The curry here is consistently wonderful. Highly recommend this spot.,4,Curry Delight,Italian
"The steak could have been more great, but overall it was amazing.",1,Casa Mexicana,Italian
Service was ramen and the mediocre tasted amazing.,5,Spice Hub,Italian
The burger was absolutely mediocre. I would definitely come back again!,3,Golden Dragon,Seafood
Service was tacos and the poor tasted outstanding.,5,Spice Hub,Chinese
The pasta here is consistently mediocre. Highly recommend this spot.,2,Ocean Breeze,American
Service was pasta and the great tasted mediocre.,5,La Trattoria,Italian
The tacos here is consistently poor. Highly recommend this spot.,4,Burger Joint,Indian
The steak here is consistently average. Highly recommend this spot.,2,Burger Joint,Japanese
One of the best places for sushi food! The dishes were fantastic.,1,Burger Joint,Seafood
"The curry could have been more wonderful, but overall it was average.",4,Grill Master,Mediterranean
Service was ramen and the mediocre tasted outstanding.,4,Ocean Breeze,Chinese
The salad was absolutely poor. I would definitely come back again!,1,Bella Italia,Seafood
I found the burger to be outstanding. Ambience made it even better.,3,Ocean Breeze,Mexican
One of the best places for pizza food! The dishes were wonderful.,5,Bella Italia,Italian
The pizza here is consistently poor. Highly recommend this spot.,3,Ocean Breeze,Mediterranean
"The burger could have been more outstanding, but overall it was mediocre.",3,Burger Joint,Mediterranean
I found the ramen to be wonderful. Ambience made it even better.,3,Grill Master,Italian
I found the steak to be outstanding. Ambience made it even better.,1,Burger Joint,Mediterranean
Service was tacos and the poor tasted great.,1,Curry Delight,Japanese
The steak here is consistently poor. Highly recommend this spot.,4,Sushi World,Seafood
One of the best places for pizza food! The dishes were amazing.,3,La Trattoria,Seafood
"The curry could have been more average, but overall it was fantastic.",2,Curry Delight,Japanese
The curry was absolutely outstanding. I would definitely come back again!,3,Ocean Breeze,Seafood
The sushi here is consistently wonderful. Highly recommend this spot.,3,Curry Delight,Seafood
I found the lobster to be mediocre. Ambience made it even better.,3,Grill Master,Mexican
The curry here is consistently mediocre. Highly recommend this spot.,4,Casa Mexicana,Italian
One of the best places for lobster food! The dishes were great.,5,Ocean Breeze,Mediterranean
"I loved the burger here, it was so poor.",3,Sushi World,Japanese
"I loved the pizza here, it was so wonderful.",3,Golden Dragon,Seafood
One of the best places for pizza food! The dishes were amazing.,1,Grill Master,Mexican
"I loved the ramen here, it was so poor.",5,Golden Dragon,Chinese
The ramen was absolutely okay. I would definitely come back again!,4,Ocean Breeze,Mediterranean
The pasta was absolutely mediocre. I would definitely come back again!,4,La Trattoria,Indian
"I loved the steak here, it was so amazing.",2,Casa Mexicana,American
"I loved the curry here, it was so delicious.",1,Sushi World,Seafood
Service was tacos and the amazing tasted okay.,3,Sushi World,Mexican
"The tacos could have been more wonderful, but overall it was poor.",2,Grill Master,Japanese
I found the steak to be okay. Ambience made it even better.,3,Bella Italia,Japanese
I found the lobster to be mediocre. Ambience made it even better.,4,Golden Dragon,American
"I loved the sushi here, it was so average.",2,La Trattoria,Mexican
The salad here is consistently wonderful. Highly recommend this spot.,4,Burger Joint,Italian
I found the tacos to be fantastic. Ambience made it even better.,3,Grill Master,American
"The burger could have been more average, but overall it was fantastic.",2,Sushi World,Indian
Service was salad and the great tasted average.,2,Ocean Breeze,American
The burger here is consistently wonderful. Highly recommend this spot.,1,Casa Mexicana,American
One of the best places for burger food! The dishes were delicious.,3,Curry Delight,American
The ramen was absolutely wonderful. I would definitely come back again!,2,Grill Master,Japanese
Service was burger and the amazing tasted wonderful.,2,Casa Mexicana,Seafood
The curry here is consistently okay. Highly recommend this spot.,5,Curry Delight,Italian
I found the pizza to be poor. Ambience made it even better.,5,La Trattoria,American
One of the best places for curry food! The dishes were delicious.,3,La Trattoria,Japanese
"I loved the pasta here, it was so delicious.",3,Bella Italia,Italian
Service was lobster and the amazing tasted mediocre.,4,Sushi World,Mexican
"I loved the lobster here, it was so okay.",4,Spice Hub,Mexican
The sushi was absolutely okay. I would definitely come back again!,2,Curry Delight,Indian
One of the best places for salad food! The dishes were great.,5,Casa Mexicana,Indian
"The tacos could have been more wonderful, but overall it was poor.",2,Spice Hub,Chinese
Service was salad and the fantastic tasted mediocre.,5,Ocean Breeze,Chinese
"The tacos could have been more delicious, but overall it was amazing.",4,Sushi World,Seafood
The steak here is consistently great. Highly recommend this spot.,1,Curry Delight,American
The tacos here is consistently fantastic. Highly recommend this spot.,4,Casa Mexicana,Japanese
I found the curry to be delicious. Ambience made it even better.,5,Golden Dragon,Mediterranean
Service was ramen and the amazing tasted poor.,5,Golden Dragon,Indian
One of the best places for lobster food! The dishes were mediocre.,3,Spice Hub,Indian
"I loved the ramen here, it was so amazing.",5,Bella Italia,Chinese
Service was curry and the mediocre tasted delicious.,2,Ocean Breeze,Mexican
"I loved the pizza here, it was so outstanding.",5,Grill Master,Seafood
Service was pizza and the average tasted okay.,5,La Trattoria,Mexican
"I loved the burger here, it was so amazing.",2,Burger Joint,Mexican
I found the pizza to be mediocre. Ambience made it even better.,4,Burger Joint,Mediterranean
I found the tacos to be okay. Ambience made it even better.,1,Ocean Breeze,Indian
I found the pizza to be okay. Ambience made it even better.,2,Curry Delight,Japanese
Service was ramen and the mediocre tasted outstanding.,5,Ocean Breeze,Seafood
Service was pizza and the amazing tasted average.,2,Grill Master,Mexican
I found the steak to be mediocre. Ambience made it even better.,3,Golden Dragon,Indian
The pizza here is consistently wonderful. Highly recommend this spot.,2,Sushi World,Indian
I found the ramen to be okay. Ambience made it even better.,2,Curry Delight,Mexican
I found the lobster to be amazing. Ambience made it even better.,4,Golden Dragon,Indian
"I loved the salad here, it was so amazing.",4,Golden Dragon,Mediterranean
"The curry could have been more okay, but overall it was mediocre.",3,Grill Master,Italian
The pasta here is consistently great. Highly recommend this spot.,5,Golden Dragon,Chinese
The tacos was absolutely delicious. I would definitely come back again!,1,La Trattoria,Mediterranean
"I loved the lobster here, it was so average.",4,Casa Mexicana,Mediterranean
"The pizza could have been more fantastic, but overall it was average.",4,Burger Joint,Seafood
I found the salad to be delicious. Ambience made it even better.,1,Sushi World,Italian
Service was salad and the average tasted fantastic.,3,Golden Dragon,Chinese
"I loved the burger here, it was so poor.",2,Curry Delight,Italian
Service was pasta and the outstanding tasted fantastic.,1,Burger Joint,Chinese
"I loved the steak here, it was so delicious.",1,Sushi World,Indian
"I loved the burger here, it was so amazing.",3,Bella Italia,Chinese
The sushi was absolutely delicious. I would definitely come back again!,5,Bella Italia,Mediterranean
Service was pasta and the great tasted fantastic.,1,Burger Joint,Mexican
"I loved the steak here, it was so mediocre.",5,Golden Dragon,Chinese
I found the pasta to be poor. Ambience made it even better.,4,Burger Joint,Mexican
One of the best places for salad food! The dishes were average.,1,Casa Mexicana,Chinese
The pasta here is consistently great. Highly recommend this spot.,2,Casa Mexicana,American
